Text,Labels
Jays place is in a prime location! Very quiet building and a short 5-10 minute walk from countless stores and restaurants. Very clean place and overall great. I would recommend staying there and I would again.,clean
Awesome place! Great stay 5 â­ï¸,location
"Jayâs place is in such a great location and is just as cool in person as it looks in the listing.  Jay was always quick to respond to any questions I had and the check in process was flawless.  Everything was very clean and well stocked, and the bed was extremely comfortable.  The building and neighborhood was quiet and safe.  I will definitely stay here again!",clean
Such a fun theme for a place! Great location!,location
"Unbeatable location, high walkability with lots of local spots and recommendations. Stylish and clean space.",location
"This is just the most adorable place! Amazing location, comfy bed. Thank you Jay for being so responsive during our stay. An adorable design and nice perks like a free wine bottle you open by solving a game puzzle and we enjoyed walking right out to Rodeo to all the luxury.",location
"Highly recommend this place as it is a great location with access to all the great things LA has to offer, and the place itself is wonderful to come back to after a day of exploring the city. Jay was super responsive and ensured I had everything I needed. Having a parking pass was a huge plus too. Would definitely book again!",location
"I really enjoyed staying at Bill's Airbnb. The house is very thoughtfully detailed, nestled in central Los Angeles near LACMA , and is feels very lived in. The private office is great for work, and overlooks the street with great light. The bedrooms are very comfortable, with ample bedding and pillows. One of the most special elements of the house is the backyard pool and patio area, which is quite special at night.",host
"Bill, we canât thank you enough for such a delightful stay! Everyone in the family raved about your house,  and we all agreed that we would love to stay there again. Itâs a  beautiful house, filled with lovely furnishings and decorative items. Itâs also very comfortable for a large group with children. Unfortunately, due to the rain, we werenât able to use the stunning back patio or swimming pool very much, but the hot tub was terrific!  Even though we didnât get to enjoy the outdoor spaces, the house was so comfortable inside that we thoroughly enjoyed ourselves. The location is excellent; all the amenities are wonderful, and you are a truly great host. Thank you again!",location
"This is a fabulous house in a great location, just a block from 3 museums and 1 block from Wilshire Blvd Miracle Mile.  The house is tastefully decorated and in great condition.  The pinball machines were a blast, the hot tub was amazing.  The pool wasn't heated so it was too cold to use(about 60 degrees).   It was really relaxing to have so much space available for our family of 5.  Really enjoyed everything, definitely highly recommend this location and Bill is an excellent host.  He met us at the house to give a quick tour (even though we ended up being 1.5 hours late).  We didn't need to contact him again but he was clear that he was available if anything wasn't working or we had any other questions.",location
The house is far better than the pictures. I did not want to leave! Everything about the home has been thought through and was amazing. We were a large family here for our daughters college graduation and the house was located within 20 minutes to everything. The beds and sheets were the most comfortable I have ever had and the house has everything you could ever need.,location
"We all were more than satified to have stayed here. Bill was very quick to all the messages and questions and was very kind. I especially liked the fabrics, furnitures and lightings in this Airbnb. Thank you!",clean
"Great house, great pool, great location......just do it!",location
"This is a great house! My family really enjoyed the private backyard, pool,jacuzzi and pinball machines.",location
"The Spanish Manor was perfect for our group of six. The location was fantastic, walkable to the Pederson auto museum and LACMA.  The pool and patio area was beautiful and perfectly set up for meals outdoors.  The kitchen was newly remodeled and well stocked. The beds were very comfortable. Bill and company were communicative and helpful and check in and check out were smooth and easy. We would love to stay here again!",location
"Sensational home. An incredible urban oasis. Such a close walk to great amenities, attractions and restaurants. A beautiful neighbourhood. Plenty of living space. Pool area and cabana bar are exceptional. All required sundries were provided. Hope to return some day.",location
"The entire experience was a dream. The location is unbeatable- youâre in the heart of LA, 10 min from Rodeo Dr and all that Beverly Hills has to offer. The house is situated in an upscale and very safe neighborhood. The beds are comfortable and super king size. The kitchen has everything you could ever need. The house has central air conditioning which is a huge plus in the hot summer months. The house was clean and beautifully decorated with a Spanish twist to it. What our family loved the most was the pool and jacuzzi. Both sparkling clean with a remote control to control the temperature in the hot tub and the pool (at extra charge). Thereâs even a mini gym in the backyard. The communication was very quick and polite, all our needs were addressed and questions answered within an hour. Here are a few cons: the locks, door knobs and bathtub/shower faucets were outdated and didnât work as expected, falling off and malfunctioning at times. The floors squeak a bit, which is no big deal unless youâre a light sleeper. The decor is a bit outdated but thatâs a matter of taste. Otherwise this manor exceeded most of our expectations. We hope to  be back someday and recommend this place to everyone looking for a comfortable and luxurious home away from home.",location
Our family absolutely loved the home. Bill met us and showed us around and went on his way. He was friendly and available by text quickly if needed. Everything was clean and stocked. Awesome location as well. Would definitely stay again! FIVE STARS!,clean
"Iâd rate this home an 11 on a scale of 10.  It was superb.  A beautiful and spacious home with full amenities including a private pool and some unique features including a fun finished basement space. The location was excellent and a great jumping off point for most LA area destinations. It is walking distance to museums, shops and restaurants, including the Grove.  Bill is a terrific host - extremely responsive and very friendly. We canât wait to return.",location
Super fun home in a great location!  We spent the whole time in the pool and outdoor entertaining area.  The house was extremely confortable and the host was very helpful and accommodating.,location
"Wow!! <br/>SPECTACULAR STAY! If I could give<br/> 10* stars I would, every room has so much character, beautiful eclectic artistic decor! I felt as if I was staying with a family member truly. If you are creative or artistic you will cherish this wonderful gem of a home, the details alone will inspire you! Thank you Bill for being such a wonderful host! <br/><br/>P.S <br/>LOVE the GIANT TOM FORD BOOK! :) <br/><br/><br/>Jackie&Cordt",clean
"I've booked other beautiful airBnBs before, and all of those have had great hosts, but THIS particular airbnb and THIS particular host truly topped all of my airbnb experience. At first, they were strict and was quite hard to talk to. Richard (the host) is the nicest most understanding person to talk to. So whatever he may say that may counter what your saying, just understand why that came to be. I personally believed that his Mother (co-owner of the airBnB) came off rude at first to me. I was speaking to Richard on the phone, trying to make each other understand about both our certain situations, and i can hear her yelling, ""No i don't want to wait too long for check-in...etc"", when they didn't tell us ahead that we are able to check-in earlier; as we lived far from the address. Although they were very understanding and agreed to let us have an early check-in. <br/><br/>They may be a little hard to deal with at first, but to those who are bound to book this airbnb, YOU JUST HAVE TO EARN THEIR TRUST FIRST! You are not just renting a regular airbnb. Be mindful and considerate, that you are renting THEIR HOME. Don't just trash it cause it will reflect how you treat your own home. Treat their home like your home. Take care of it as you enjoy your stay. With that being said, just respect the household and they will show you outstanding hospitality like no other. Me and my 9+ friends truly had an enjoyable and comfortable weekend, staying at their household. It was truly nice meeting ""R"", ""V"", & ""B"" (^_^) If i didn't know any better, i would think that they're the operations manager of the airBnB company. Hahaha",host
"RVB is a super host and that definitely makes a difference!  The other house we first booked was not as pictured and was pretty filthy.  When we arrived at RVB's house we were a little skeptical due to the front yard having dead grass (they are redoing their landscaping), but once you open the door, it is like you entered into a whole new world!  Inside is really clean and modern.  Furniture is nice and the kitchen is well stocked. Bedrooms were set up nicely and most of the rooms had their own TVs (a big plus!). Beds were really comfortable and bathrooms newly remodeled, especially the showers!  There was an entertainment room next to the kitchen which had a big TV, dvd player and sofas that was perfect for movie night!  The area is pretty central to DTLA and Disneyland and the Asian food in the area is amazing too!<br/><br/>We were really greatful that we were able to change locations because this house really is amazing and the hosts were really nice and friendly.  I would definitely recommend renting from RVB for your vacation rental because their home is really set up well!  Thanks again Airbnb and RVB!",clean
"The house is exactly as the description, beautiful view, inside the house is clean and bright. It has everything we need. RVB are nice n helpful. We will definitely recommend our relativ n friends ",location
We were arrive the house around 1:45am owner was still waitting for us and gave us a short tour. Great people Great place. ,location
"It is very clean and enough for big family and have all what you needed.<br/>I am sure, i will be back again.",clean
"We had great stay here, the landlord is <br/>Awesome ! She helped me so mush driving me to grocery store and picking up us. She is so nice . I. I wish I booked earlier so I can stay two days more , the place  is so cozy and clear with great view and decoration . We all love here !<br/>I will definitely come back for me next visit and will highly recommend to friends ..",location
"This home has an amazing view. The inside of the home is immaculate, modern and very comfortable. The outside gardens and charming seating areas are spectacular.! The hosts are very personable and clearly possess the gift of hospitality. Itâs obvious why they are Superhosts. We met for short time but it was like being  with old friends. RVB thank you so much for hosting!",location
This house has a great location and a spectacular view. We loved that each spacious bedroom had its own patio door to the surrounding outdoor space. It felt good to stay in such a clean house. Our hosts were so friendly and always responded quickly. We would stay again!,location
Plenty of room. Had washer/dryer = plus. A lot of outdoor seating and area to take in the view.,location
"Amazing view. Very modern home. Owners were in the guest house. Rate increased several days after reservation made, for ""peak time"". I was unable to check in the day of my reservation due to work. My family member who was on the list was unable to check in with their infant child. The owners finally allowed them to check in, but charged me an additional fee.  Between peak time fees and allowing my guest to check in ahead of me, the cost increased over 200. No linens for extra beds. The house is in a great location, but very awkward with owners on premises. More of a duplex. My kids arrived late and knocked on wrong door.",location
nice and big house.,clean
"BEST STAY EVER!!! Genuinely a home away from home. I could not have been more pleased with the location, preparation and execution that both of the host demonstrated. Set the bar above and beyond, expect nothing less!",location
"Huge Spanish-style house, wonderful courtyard with a pool, well-equipped and comfortable kitchen, very comfortable beds!<br/>Thanks to Bill for his support and help, especially on the issue of a later check out!",location
Bill and Roberts place is amazing. The house is better than how it looks in the pictures and makes you feel right at home! Bill was also super responsive and extremely friendly. I will definitely stay here again.,location
"This is the best Airbnb I have stayed in . Spacious, beautifully decorated, and just an overall lovely home. Check-in/out was easily and quickly executed. All the rules, directions & overall acquaintance of the home was explained well and thoroughly. We came to California for 2 birthdays , total of 6 guest and it was more than enough room and privacy! Absolutely adored the backyard area thatâs where we spent most our trip! Remote to the lights and jacuzzi settings were a great accent. Highly highly recommend.",location
"Beautiful house that made for a wonderful family getaway. The backyard (with pool, hot tub and tiki bar) made the house feel like a resort. Lots of room in the house. Basement was pretty cool. Fully stocked kitchen. Bill was a great host and quick to respond. We would highly recommend and will hopefully be back!",location
"The pictures did no justice the house was amazing I loved everything about it ,location was great not far from main attractions , all essential stores were close nice quite neighborhood friendly neighbors . When I arrived there was a Welcome note  with a whole itinerary a list of places to eat etc..... just great experience made me feel right at home",location
"Bill's home is large, well located, and very comfortable. It has a wonderful backyard and is full of touches that make it feel like home. The beds are all extremely comfortable and the home had everything we could possibly need. Definitely recommend staying here on a visit to LA!",location
"Amazing location and place! They had everything you could think of. More than enough room for me and my family to all hang out. The backyard area was our favorite spot. The heated salt water pool and jacuzzi made it all the better. Check in was easy as well as check out. Location was perfect, itâs close to a lot of attractions and restaurants. The sound system they have could be turned on in different parts of the house and that was lots of fun. No issues with parking as it has a drive way and some additional parking passes. Just over all amazing! Bill was quick to answer any questions and get back to me. Will definitely be coming back!",location
"This house is large and well-appointed. The yard is lovely with a gorgeous pool and adorable tiki bar. However, there was way too much clutter inside the house and the interior felt dank and claustrophobic. In addition, there was a terrible mosquito situation and everyone in our family was covered in bug bites by the end of our stay although we scrupulously kept all the doors and windows closed.",clean
"This city oasis is a magical place to stay. The house is charming, and the patio/ pool + hot tub area is so peaceful and relaxing. You truly feel like youâre in a hidden part of the city. Bill had fantastic communication and accommodated my every need. Canât wait to stay again.",location
"We came to CA to see our kids who we hadn't been with since February.  The home is a beautiful home that is obviously well cared for.  What was most important to us was an outdoor area where we could safely entertain.  They have a great area that includes a hot tub, pool, bar, grill, fireplace and deck large enough to safely entertain.  Bill and Robert were attentive to our needs and when we return to LA if their place is available, we would gladly stay again.",location
"My family and I had an amazing stay at Spanish Manor. The house was extremely clean with plenty of space to hang out. The backyard area was super cool too, very nice to have a lot of space outside for guests during covid. 4 bedrooms were all spacious, clean, and had very comfortable huge beds. Office was a great addition for some of us who needed to do some work/zoom calls. The house is generously furnished along with tons of unique art that really enhanced the experience. And Bill was very responsive and made sure we had everything we needed. This was my parents first time staying in an Airbnb instead of a traditional hotel and they would def stay here again!! Thanks Bill!",clean
The location is fantastic and the back yard makes you forget that you are in the middle of LA. Bill did a great job of communicating and was always easy to reach for any questions. This house is very spacious and a great place to stay!,location
"Great stay, our host was very accommodating. If we had any questions or concerns he was easy to get a hold of. He made the stay go very smoothly, we didnât have any issues. I only wish the weather outside was better so we could have fully enjoyed his backyard (pool/jacuzzi).",clean
"Our 1st Air BNB experience fell nothing short of exceptional at RVB. <br/><br/>An exceptional host who was responsible and quick to respond to our every needs <br/><br/>An exceptional place to rest and recharge after a day's crazy sightseeing and park visitations,<br/><br/>An exceptional location close to Asian fares to accommodate diet limitations for some of our fellow travelers <br/><br/>Won't hesitate to recommend RVB to travelers going to Los Angeles",location
"We enjoyed our stay, everything was as described. Cozy and comfortable, recommended.",clean
Great place/host,location
"Loved the location and great views too. Richard was always quick to reply and very friendly and polite. There were things there we didn't expect like pancakes and syrup and coffee and creamer etc. Some handy little things to make it very welcoming. A very comfortable place. We had 4 adults and a child. We enjoyed afternoon tea outside with the views, it was very relaxing and only a short drive to Disney Land for the busier days! Shops and restaurants were a short drive too.",location
Amazing place! Highly recommend!!,location
"Good location, clean and nice place to stay. The view was great. One small thing is the heater is pretty loud and leaking from the shower faucet. On our first night stay there wasnât any body wash in the house, but the host provide it the next day morning so it was good. Overall itâs a pleasant stay!",location
"So RVBâs home is gorgeous, we will not discredit the astonishing views & how well kept the home is. The home can sleep a party of 10 with the additional couches in the living room and the sofa bed in the master.   Everyone in my party of six had more than enough space to spread out. We enjoyed our stay besides feeling like we were watched. The home is very secure & the host made it seem as if he was watching our every move once we checked in. He has a very strict rule about shoes & if you have fetish of feet or any type of house shoe needing, THIS IS NOT THE PLACE FOR YOU. This property is also shared with another unit that is attached to your unit which is not clear or explained when booking this rental. So you can basically hear everything the guest next door are doing & If they become too Rowdy you could eventually have a problem on your hands. If you like your privacy this place can be a little weird with all the cameras at every corner every entrance every angle. The HOUSE RULES ARE STRICT! We believe the host entered the home while we were sleeping on our final night of our visit because things were in place that were moved the day before. So kinda creepy if you ask me. However the location was beautiful & about 45 minutes or more away from Los Angeles & all of the piers in which tourist would like to travel. So I advise if your desire is to tour Los Angeles & surrounding cities Rowland Heights is FAR! All & all RVB has everything you need if you want to be hidden in the mountains. AND THIS PROPERTY IS A STRICT NONE SMOKING PROPERTY.",location
"Very good view! You can even enjoy it once you have breakfast in dining room. Everything you need is available, and something out of your imagination! It is really a beautiful place to stay.",location
We really enjoyed staying at this property.  It was very clean and very comfortable.   I would highly recommend and hope we can come back again.,clean
"RVB are indeed super hosts! <br/>Everything was great from the day we booked to the day we left. You will not be disappointed.  Great location, easy parking, safe and quiet neighborhood, near nice restaurants, with everything you need close by. The hosts are incredibly nice and made us feel very comfortable and taken care of. Amazing place! There are truly no negatives! We do want to come back!",location
Took my family to Disney Land. Short 15-20 min drive from house never hit traffic.. House was spotless clean. Would definitely stay next trip,clean
"This place is excellent to stay at, very quiet, while also close to places we needed to go.",location
My self and my brother had a great time at the house please you have to rent this place ASAP,location
This is a really cute place with a wonderful view while eating breakfast on the patio. The hosts were very responsive for us.  Great place.,location
"Let me begin by saying they made the check in a breeze for us. They were flexible with their timing which made it super easy for us to be able to get situated quicker.<br/>They had numerous towels for guest use which was amazing, the home was clean and very well organized. They were extremely attentive, especially the woman herself, she was the absolute sweetest. They were very informative on what was near the area entertainment wise as well as food. They made sure our every need was met no matter what time of night it was. I love how modern and light the home is. Really makes you feel at ease. I think the only thing I didnât like was the fact that we had to leave their dog and not take him home with us! He was the cutest and friendliest little pup ever!!! Just an amazing family in all. Thank you once again! I will look forward to booking your home again for future endeavors.",clean
Great hospitality! Hosts go out of their way to make your stay wonderful.,clean
"The host came back to my event yelling and ended my party , the comes  off as nice but definitely a. Racist. Told me â my type of people is not good for this areaâ  whatever that mean",host
"We had a magnificent stay.  First, Bill was the consummate host.  Prior to our stay, he responded to our emails within the hour.  During our stay, he responded to a text and a call immediately.  However, there was little need to communicate because the welcome book and house manual were detailed but easy to review.  The house is stunning.  Every room is beautifully styled with lots of unique touches.  Yet, it is a home that is comfortable and user-friendly.   Every bedroom was equally sumptuous. Each could have been the master bedroom.  There are amenities throughout.  We found everything sparkling, especially the bathrooms and kitchen.  There are many comfortable living and entertainment spaces, especially the pool, hot tub and outdoor bar.  Additionally the front porch (with awning) and side porch were equally relaxing.  I have already recommended this home to friends who spending a week in L.A.  I will definitely visit again.",clean
"I must say Bill & Robert were excellent host! They made it possible for us to check in a few hours early due to early flights my family came in on. The location of the Manor is right in the middle of everything which made it easy for us when going out. The lines of communication were always open and whatever we needed or had a question abt we got a response immediately. The house was very clean, spacious and well decorated, there was a surprise in every room!  The beds were super comfy as well. The heated pool(per request) and jacuzzi is where we spent most of our time and Boi did we enjoy!  The family room and kitchen was another favorite spot we gathered for movies and etc. Overall, we had an amazing experience at the Spanish Manor and would rent again!",clean
Amazing house with a stellar pool/bar area in the heart of L.A. We will be back!,location
The location and homes made for the perfect retreat during a hectic week,location
"Home and neighborhood is an oasis in western LA, very quiet and comfortable. It is walkable to museums and great dining. The kitchen was very functional with all amenities. The beds were all king and very comfortable, at least 4 full bathrooms! Back yard is spacious and comfortable with Tiki Bar and pool.  Bill was a very helpful host and responsive to a couple of minor questions. Would recommend and stay again.",location
"The care and comfort of this house made it my best experience on the app. The house is so comfortable and clean, it was like being at home. The thread count on the sheets was excellent and the bed was super comfortable. The location is great. The neighborhood it so nice, quiet, and relaxing. The backyard and pool area is so cute, I was sad we didn't have time to properly enjoy it. If I am back in the area I will look to book this house if it is available.",clean
Greaat house in a great location. We loved it,location
"We LOVED our stay at the Spanish Manor! The location is perfect, quiet but close to everything. Bill is super friendly with top-notched hospitality. Highly recommend! (Did I mention there is a pool and SPA?!)",location
Bill's place surpassed all expectations.   He was super with all communication.  We will definitely be back!,clean
"Wow. This home is spectacular. From the beginning, Bill was easy to communicate with, prompt, friendly, and very accommodating. Check in was very easy and we immediately felt at home. Everything is very comfortable. The home is well stocked with everything you could need. The pool/hot tub/outdoor space is amazing, and the pinball and arcade machines were a nice bonus! The place is beautiful and the location in LA is really perfect - walkable to The Academy Museum of Motion Pictures, Petersen Automotive Museum, LACMA, great restaurants, and centrally located for driving almost anywhere else in LA. Amazingly quiet neighborhood despite being close to it all. Billâs place is highly recommended and we would love to stay there again next time weâre in LA!",location
"My family and I stayed at the Spanish Manor during our 10 days in LA, and it was perfect in every way. We felt right at home from day 1. The house has an incredibly warm and comfortable feel and the layout was perfect for us. The kids absolutely loved the downstairs âhangoutâ which included fun arcades and pinball machines. The swimming pool and surrounding area were ideal for our relaxing days by the pool. Location was fantastic, with Beverly Hills, the Grove and much more just a few minutes drive away. Bill was available throughout for anything we needed, and check in and check out couldnât have been easier. I absolutely recommend this property and would very much look forward to staying here again!",location
Perfect house in a perfect location,location
"We had a great time at Spanish Manor. The place is great. It's spacious, charming, and very clean. A very nice part of it is that it felt like when you were in your own room, it's very private and quiet. You don't even notice there are other people in the house. The outdoor pool situation is incredible. The back of the house opens up and its amazing. The downstairs game room was fun and got a lot of use from us. Also, the location of the house was perfect. The house is on a beautiful street with lot's of character and is centrally located. It's easily accessible. We kept mentioning to our group how perfect the house was for us.",location
Bill was a fantastic host! The home was perfect for our needs and we had a great stay in LA. The location was very convenient for us and we loved being able to use the pool while we were there.,location
What a cute place to stay in!  Love the theme!  It is exactly what Jay stated.  The only thing that I found a little difficult was parking.  We arrived Sunday night and some streets had Monday street cleaning at 8am.  So had to drive around to look for an area that didn't have Monday street cleaning with A/D permit allowed too.  Above all had a great first time airbnb experience!,location
"Clean apt, Old restored building, even with the old style elevator still in use.<br/>In a nice area. <br/><br/>Had a great time thanks!",clean
"Jay has a wonderful place, I.Greatly enjoyed myself",location
"Jay's place was pretty much as described in the listing and he was very communicative with us before and during our stay. If you want to be close to Rodeo Dr., Beverly Hills, etc and don't require super fancy accommodations, this is a good place to stay.",location
"This is my first time using Airbnb, and Iâm so glad I found Jayâs lovely place. I stayed here for 10 weeks for work and never had any complaint. Jay was responsive when I had questions. The area was very safe and with beautiful neighborhood views. Highly recommend.",location
The host was great and very welcoming. The house is amazing and we had a great stay. Would really reccommend this house.,location
Much more than I expected.  Believe it or not the pictures do not do the property justice. John was absolutely amazing.  Highly recommend and thank you so much. ,price
This is the best place to just be present and enjoy life. Bring friends and loved ones! Beautiful views and amazing hospitality. Don't think twice about booking this place ð¤,location
We loved staying here. The beds were super comfortable. Really nice bathrooms and showers. Great view from the patio. The landscaping around the house is immaculate. We felt welcome and at home. Five stars!,location
"Perfect place! Everything we needed was all there down to the shampoo and foil paper, it felt like we were home. Super friendly host and a beautiful home.",clean
"Great place with even better host! They were patient, understanding and awesome in every way !",clean
"The home was situated very nice on top of a hill. Guests share half of the house with the owner. <br/>Nice and clean rooms, kitchen and bathrooms. <br/>Recommend this home.",clean
Awesome space. Quiet neighborhood. Very easy to get to. Would stay again!,location
We really enjoyed staying in this house. Very nice view from the living room. Fully equipped apartment. Kitchen is well equipped. Owners are very friendly and communicative.,location
"Location is nice with a lovely view. Rooms are clean, driveway parking was great, and house had almost all of the amenities that we were looking for. Comfortable and aesthetically pleasing. There is a no-shoe policy for the house, which didn't bother my group but should be noted. The owners have thorough instructions on trash, house temperature, cleanliness, etc but nothing outrageous. Overall my group had a great time and we would stay again.",clean
"This place was great! Extremely comfortable, especially the beds, for our group during our stay. Neighborhood is quiet and safe. Only minimal noise heard from the shared wall with the guest house unit. Kitchen was well equipped and bathrooms spotless. We will definitely stay again!",clean
"Great location and the place was extremely clean. However, this has got to be one of the worst Airbnb experiences ever. First off, when you book please keep in mind that the âguest houseâ attached is actually just a closed off room inside the home. You never have any privacy. Another note on privacy, while we were aware that there are cameras surrounding the premises they are in no way used for the safety of either party, for the sole purpose of being extremely nosey and honestly disrespectful. While we noted the number of guest during the stay would be a party of 6, we were rudely awakened at around 3am in the morning on our first night after the hosts wife stated there were 9 âblack menâ on premises. Insulted and disturbed to say the least, we offered the host to come in and realize that there were in fact only 5 people; not even the full party at the location. Very strict rule about no smoking indoors which makes sense as to why the reviews rave about the cleanliness of the location. While at work we receive a text accusing of âsmoking indoorsâ which was once again unacceptable. Lastly, we were granted access to the guest restroom only for the said host wife to once more do something extremely uncalled for. Locked the door while toiletries are locked inside for hours. Stay away unless you like being woke up at 3 am or waiting till midday to wash and brush your teeth.",location
Very clean home. Nice neighbourhood,clean
Extremely clean home. Rvb was very quick to respond messages and took the to give us a personal tour.,clean
This house has an amazing view and the hosts were accommodating. Insides were clean and beautiful as well. It was enjoyable cooking dinner with friends here.,location
"We enjoyed our stay, it was clean, very pretty location, and the hosts were very quick to respond. We were unaware that one bathroom was steps outside the room, wasnât a problem, just should be in description. But other than that it was great",clean
Very clean and cozy. Immediate response. It was a good stay and very peaceful and quiet community.,clean
I mainly communicated with Richard who was just an absolutely amazing host. We had a last minute accommodation request which he took care of promptly and professionally. The home is beautiful with several cute extra touches. Richard even offered us a bottle of wine upon check-in!!!! The home is very clean and functional. Highly recommend for a long or short-term stay. Thank you guys!!!,clean
"Had a great stay here, owners are quick to respond.. home was beautifully comforting and had beautiful view.",location
I am so thankful for staying here during this times! Everything was amazing! I would stay here again! Highly recommended!,location
10/10 would rent again. John was very accommodating and the house had great views and very spacious. The pictures actually don't do it proper justice.,location
John was an Amazing Host!  He was very easy and accommodating! The pictures really don't do the property justice.  It is a wonderful space and my all my girlfriends from back east had a ball!  The grounds are so pretty and the tennis court was used for an early morning workout session. <br/> I had a great birthday weekend.,location
We had a wonderful time in Topanga. Rhonda and Peter are great hosts - everything was perfectly arranged for our stay.  The house is located in a quiet neighbourhood - perfect to relax and to enjoy the pool and the amazing views. The house is very tastefully decorated. We would like to thank Rhonda and Peter for the unique experience in their home! ,location
"Peter and Rhonda were AMAZING hosts. This was our very first Air BnB travel experience and honestly it couldn't have been any better. Check-in and check out was super smooth.The pictures provided in the listing were spot on, but don't actually do the view of the mountains justice. It's really even more amazing in person. Very quiet neighborhood in Topanga which is a great place to stay in and of itself. You're close to Malibu and close to Calabasas. The one thing Peter told us about was the amazing breeze you get daily being on top of the mountains, and honestly it was incredible. Also, I can't say enough about how clean the house was. We're pretty picky about that stuff, and honestly it felt like we were staying at home. <br/>I honestly would give this place a 5star rating. Especially if you're looking for a place outside of the hustle and bustle of LA. However you might have to fight me for availability...;)<br/>Thanks Peter and Rhonda!!!!<br/>",location
"Our family chose Topanga for its location and description about its views, it more than lives up to its description; the home is beautifully and artistically decorated and the canyon views from the sweeping terrace are breath-taking and peaceful. The Anton family are most welcoming and hospitable, our family enjoyed gathering for two birthday celebrations; we enjoyed the afternoon lunches on the breezy veranda and relaxing in the pool and jacuzzi. We began the day with morning hikes into the canyon and capped the evening enjoying the moon and stars. We are looking forward to returning next year. <br/>airbnb has always afforded our family with comfortable lodgings and welcoming hosts.",location
Great stay! I definitely felt welcome from the moment I stepped in :). The view from the house was ama,location
"The place ""IS THE PLACE"" plenty of room , very clean an peaceful the king bed made for a king",clean
Everything about this place is wonderful! From the host to the location no disappointment at with RVB!,clean
What you can expect is everything plus that! My stay here was amazing. Host was very responsive very clean very peaceful and had all the amenities. The view here is also a big plus. Would definitely recommend this to anyone looking to stay here.,location
"Quick response, great customer services. The house is clean with every amenity we need. Love the swing chair in the yard and the beautiful view.",clean
the location is fantastic. quiet neighborhood with fantastic views from the patio. new/modern construction which is a plus,location
"It was a great stay, clean and friendly owners",clean
Great for working from home and taking calls and meetings.,clean
"BJ and Shannon made our stay in LA so smooth. Their place is close to the city so it made our commute around very easy, and the house was clean, in a very quiet neighborhood, and absolutely adorable! They were more than accommodating and easy to communicate with and met all of our needs to make our stay perfect. Thank you guys so much! ",clean
BJ and Shannonâs first house was just perfect. We loved how modern the guesthouse was. We will definitely be returning to this hidden gem ð,location
It's was a great place! It was clean and very stylish.,clean
Great Host! ,location
Bj and Shannonâs place was great. Everything was very clean and easy to get to. Parking was something we were worried about when looking for a place but this place had easy access parking. Highly recommend ,clean
"The place is exactly what you see and get from the pictures and description. Prime location, incredibly clean space, and all of the necessary toiletries were provided. There isnât on-site parking provided, but finding a spot on the street was never an issue. This place is definitely a saved spot for me the next time I travel back to LA. ",clean
"Thank you so much to John for allowing us to stay at his wonderful home in the Hollywood hills for 5 days over memorial weekend.<br/><br/>John was the perfect host - he was around to greet us and show us around even when our flight was delayed coming in; On hand when we had issues and questions immediately; Left us extra beds and sheets on request; And very accommodating with our checkout time (we had an evening flight). He even left us some food, water and drinks.<br/><br/>With regards the actual house - I must concur with previous reviews that the pictures simply don't do the house justice. It is spectacular. <br/><br/>The view over the city is awesome and you can see the famous Hollywood sign from the pool. It is 5 minutes from  Sunset Boulevard by car or Uber so is perfectly located for exploring LA.<br/><br/>Thanks so much John.",host
"John was an excellent host. Very attentive to all of our needs and definitely made sure that our stay was as nice as possible. The house was even nicer than the pictures which can be hard to believe. All in all, a memorable weekend. ",clean
"John is a very good host, and the house was excellent! John did put a lot of effort on to it. Everything is clean, tidy and in good order. Also, the view is fantastic. We loved it sooooo much, it was more that our expectation. ",clean
"House is amazing.  Loved the sprawling layout of the property allowing for us to hose guests and not ever feel overcrowded.  The house is beautiful but is also made to be able to support large groups.  Views are astounding, all amenities are great.",location
John was an amazing host. He was punctual and my clients enjoyed their stay at this home. ,clean
Great value. Came back for a second stay.  Will come again.,price
Great value. Came back for a second stay. Will come back again.,price
"Would not recommend, host watches the cameras like your in a prison. Make sure you specify if you have a family member or anyone visiting for a couple<br/>of hours or you will get harassed as soon as they enter the house. Worst host ever, didnât even stay in the establishment had to find a new house with better privacy.",location
Good little spot,clean
If you want to experience real luxury Than this is the place super clean and well equipped the views that the property gives you is unmatched 10/10,location
"The view is great at any time of the day even at night, spacious enough for 5 people to sleep comfortably. Only red flag i have about my stay is that on the final night before checkout in the morning i noticed there was a person in the garage which is connected to the house and i was never informed make sure you book entire house",location
a nice little spot with joining neighbor and frequent cleanings. great for small gatherings.,location
The host will charge you for a y type of stain on any type of linen.But she uses cheap soap and clearly was never taught baking soda is #1,clean
"Great view , quiet location and perfect place to go to after a long day out in California",location
My husband and I were very excited to reserve this place since our kids just got off track school. We decided to book. Since the beginning homeowner was giving us the run around. She sent us questions and we answered. Before we headed out we asked her to let us know if she did not want us there. She decided to accept us and we drove off only to be rejected in the front door. We did not even step foot before owner told us she did not feel comfortable renting to us. My husband immediately got upset since she made us drive out just to get turned around for no apparent reason. It was getting late and she did not want to speak to us. We then decided to get our money back and look elsewhere. Worst Experience and would not recommend,clean
Amazing view of the place. Very clean and a nice cozy spot. I would highly recommend this place.,location
