listing_id,id,date,reviewer_id,reviewer_name,comments,clean_comments,Sentiment,Location / neighborhood (including quiet),View ,Host /Communication,"Amenities (pool, parking, balcony)",Cleanliness ,Space,Privacy,Value / Price,POI (Point of Interest),Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
4998579,431314233,3/31/2019,44779603,Kacie,Michelle and Barry's place is extremely well located on the border of Echo Park and Silverlake where there is definitely no shortage of fun things to do! The sunlit guest house is very cute and comfortable for two people and the beautiful courtyard and porch was a perfect place to enjoy our morning coffee every day. They left us a nice basket of fruit and pancake mix which was a very thoughtful and delicious touch! we hope to be back soon :),michelle barrys extremely locate border echo park silverlake shortage fun thing sunlit guest cute comfortable people beautiful courtyard porch perfect enjoy morning coffee day leave basket fruit pancake mix thoughtful delicious touch hope soon,1,1,1,1,1,,,,,1,,,,,,,,,
4998579,464044419,6/4/2019,20069465,Melissa,A beautiful oasis in the middle of echo park. Comfortable and charming old house with a lovely garden to sip your coffee. Check in is a breeze and the instructions were very easy to follow.,beautiful oasis middle echo park comfortable charming old lovely garden sip coffee check breeze instruction easy follow,1,1,,,,,,,,,,,,,,,,,
4998579,508962524,8/13/2019,92154622,Steven,"One of my favorite airbnb places. Very cute and completely separate guest house. Nice full kitchen, nice bathroom, dining table, and two sleeping areas (futon folds into bed). Highly recommended.",favorite airbnb cute completely separate guest kitchen bathroom dine table sleeping area futon fold bed highly recommend,1,,,,1,,,,,,,,,,,,,,
5338813,87303028,7/19/2016,12445125,Nicolas,"We didn't meet Michael personnally but he always replied quickly to our questions via SMS. The appartment is as described, and you can enjoy the swimming pool of the residence, and the parking lot. I recommand without an hesitation.",meet michael personnally reply quickly question sms appartment describe enjoy swimming pool residence parking lot recommand hesitation,1,,,1,1,,,,,,,,,,,,,,
5338813,114327761,11/17/2016,40039401,Joe,"Great place, would recommend",recommend,1,,,,,,,,,,,,,,,,,,
4998579,563446874,11/12/2019,224953997,Becky,Beautiful house with everything we needed and more! Michelle and Barry are great hosts! Highly recommend staying here! Short walk to some lovely places like echo park and some delicious restaurants!,beautiful need michelle barry host highly recommend short walk lovely like echo park delicious restaurant,1,1,,1,,,,,,,,,,,,,,,
4998579,4.19615E+17,8/1/2021,213840151,Kevin,"This place is such a gem! Perfect for both short-term and long-term stays. Michelle and Barry were incredibly welcoming, accommodating, and responsive. I definitely hope to stay here again the next time I visit LA!",gem perfect shortterm longterm michelle barry incredibly welcoming accommodate responsive hope time visit,1,,,2,,,,,,,,,,,,,,,
5078973,27965098,3/15/2015,3371987,Susan,Studio was just like picture and very clean. Apartment building is well maintained. It is important if you are a guest with a car to email car information ahead of arrival so that either Nita or Mark can meet you with a pass for parking car on street( I was able to find a parking place across from the apartment but I can imagine that other times it might not be as easy). If you are planning on staying more than a day and will be doing any cooking I think it would be important to contact Nita about what is available in the cooking area. I wanted to dry a glass but there was no dish towel to be found. Studio is centrally located and was very close to the Los Angeles County Art Museum . My text messages were immediately responded to (since I left the building at 8:30 in the morning and needed to give back key and parking pass I was worried if this might be too early- but Mark was down to meet me at a moment's notice). Definitely would stay again if I was in the LA area!,studio like picture clean apartment building maintain important guest car email car information ahead arrival nita mark meet pass parking car street able find parking apartment imagine time easy planning staying day cooking think important contact nita available cooking area want dry glass dish towel find studio centrally locate close county art museum text message immediately respond leave building morning need key parking pass worried early mark meet moment notice area,0,1,,1,1,1,,,,,,,,,,,,,
5078973,28873026,3/31/2015,20720568,Natalie,Great communication both prior to our arrival and during our stay. <br/>The location was superb- 5 minutes to Rodeo & 10 minutes to wholefoods. <br/>The apartment was clean & spacious. The bed was large & comfy.<br/>Great value & we would highly recommend.,communication prior arrival location superb minute rodeo minute wholefood apartment clean spacious bed large comfy value highly recommend,1,1,,1,1,1,,,1,,,,,,,,,,
5078973,30978400,4/30/2015,1654447,Kimberly,"Very comfortable accommodations in a quiet and friendly building. Lovely tree-lined neighborhood, but 10 minute walk from just about anything you could want. 24 hour drug store, amazing happy hours (recommend Cafe Roma) the best croissants this side of Paris (Chaumont) as well as any kind of shopping you can imagine. Internet was very good. Bed was super comfy-- perfect 10. Quick and strong hot water in the bathroom. Closet is hugs, so all our stuff could be stowed. Outlets on either side of the bed. We really enjoyed our stay.",comfortable accommodation quiet friendly building lovely treeline neighborhood minute walk want hour drug store amazing happy hour recommend cafe roma good croissant paris chaumont kind shop imagine internet good bed super comfy perfect quick strong hot water bathroom closet hug stuff stow outlet bed enjoy,1,2,,,1,,,,,,,,,,,,,,
5078973,33793871,6/1/2015,30555074,Vivian,"Not having a local number, I was slightly concerned about not being able to reach our hosts. However, Nita and Mark were at the property ready when we arrived which was really good. We were led to the apartment straight away, given parking permit, keys, building security code and everything was nice and simple. We enjoyed staying there too. Location was ideal for us, pretty and quiet neighborhood only one block away from Beverly Hills golden triangle. And the apartment was much roomier than a hotel room. Nita was easy to reach via airbnb message or phone with regards to any issues we had.",local number slightly concerned able reach host nita mark property ready arrive good lead apartment straight away parking permit key build security code simple enjoy location ideal pretty quiet neighborhood block away beverly hills golden triangle apartment roomy hotel room nita easy reach airbnb message phone regard issue,1,1,,1,1,,1,,,,,,,,,,,,
5338813,129694243,2/1/2017,107552343,Katy,"Michael is an excellent host!! He was very easy to get in contact with. He made check in and check out simple. He wasn't bothersome at all but still checked in to make sure everything was good. Always a text away. The place was just as described. It had everything you needed. Towels/sheets, shampoo/conditioner, lotion, sunscreen, hairspray, qtips, plenty of toilet paper, paper towels, cleaning supplies, kitchen necessities - stove and fridge were great to have (although front burner did not work). There is a pool/hot tub. I personally didn't get a chance to use them but they looked nice! And you get a parking spot which was huge for me. <br/>Thanks Michael !!",michael excellent host easy contact check check simple bothersome check sure good text away describe need towelssheets shampooconditioner lotion sunscreen hairspray qtip plenty toilet paper paper towel clean supply kitchen necessity stove fridge burner work poolhot tub personally chance use look parking spot huge thank michael,1,,,2,2,,,,,,,,,,,,,,
5338813,148449180,4/30/2017,24782702,Vance,"The place is just as advertised and Michael is very accommodating! Easy communication for getting into the place, answering questions if issues arise and check out was very simple! Thanks Michael!",advertise michael accommodate easy communication answer question issue arise check simple thank michael,1,,,1,,,,,,,,,,,,,,,
5002496,91784298,8/6/2016,74040398,Alzerina,"Thank you Josh such an amazing welcome. Tony and I really enjoyed your place, and the way you welcome us. We will definitely stay with you again on our next trip to LA. The best is the way you made breakfast for us in the morning. Fantastic fish pancakes",thank josh amazing welcome tony enjoy way welcome trip good way breakfast morning fantastic fish pancake,1,,,1,,,,,,,,,,,,,,,
5002496,113982134,11/14/2016,98042312,Marina,"Josh was the best host anyone could ask for. Super cool place to stay at! He was so chill & helpful during our stay! Such a welcoming house. We couldn't of asked for a better place to stay! From a clean place to sleep, to help with finding places to eat. If I'm ever in this area again, I will no doubt try to stay at his house. Thank you so much Josh! You're the best!",josh good host ask super cool chill helpful welcome ask clean sleep help find eat area doubt try thank josh good,1,,,1,,1,,,,,,,,,,,,,
5338813,168051795,7/8/2017,9084395,Simon&Leti,Nice place! With everything you need at your disposal! Kitchen ns,need disposal kitchen,1,,,,,,,,,,,,,,,,,,
5078973,38559604,7/16/2015,60570,Daniel,Everything was easy. The place was exactly as pictured. Great stay!,easy exactly picture,1,,,,,,,,,,,,,,,,,,
5078973,42063250,8/10/2015,12500331,Andrea,"This studio is just lovely. Beautiful street, charming building, comfy bed, clean and quiet. I'd love to stay there again when I'm in town.",studio lovely beautiful street charming building comfy bed clean quiet love town,1,1,,,,1,,,,,,,,,,,,,
5078973,48653102,9/27/2015,21621290,Natasha,I was in Beverly Hills for the night for a couple of events I was coordinating and just needed a place to rest my head. Although I was only in the studio a short while it was great to have a clean and comfortable place to relax for the night. The building is beautiful and has an antique charm to it. Literally right off the main strip. Street parking only but there seemed to be plenty of spots available. Would definitely recommend this place to anyone Traveling to Beverly Hills!,beverly hills night couple event coordinate need rest head studio short clean comfortable relax night build beautiful antique charm literally right main strip street parking plenty spot available recommend travel beverly hill,1,1,,,1,1,,,,1,,,,,,,,,
5078973,53667001,11/10/2015,27756751,Richard,"Jay was a wonderful and gracious host and the apartment was fantastic, especially at this price.",jay wonderful gracious host apartment fantastic especially price,1,,,1,,,,,1,,,,,,,,,,
5078973,57978971,12/30/2015,40230359,Mo,"This apartment was very centrally located and maintained neat and clean and very convenient (stove range, apple tv etc) . Although Jay was not around during our stay, she was available over text/email. Clear and prompt communication, provided us with an overnight parking permit. The checkin/check out was very easy. The room is exactly as seen in the photo.. Proximity to everything we wanted to visit/do was the highlight of this apartment. Would come back if we are visiting LA sometime in the future.",apartment centrally locate maintain neat clean convenient stove range apple jay available textemail clear prompt communication provide overnight parking permit checkincheck easy room exactly photo proximity want visitdo highlight apartment come visit future,1,1,,2,1,1,,,,,,,,,,,,,
5078973,64254108,3/1/2016,30343555,Charsanda,"Mixed feelings on our experience here. Jay was fairly easy to communicate with. The location was fantastic .. Steps from rodeo drive which was convenient for the price point & was great that parking was included. The building looks pretty from the outside but it smells on the inside. The apartment itself was a good size, but I found it to be dirty, there was hairs on the floor /the bed/ the couch .. & the bathroom wasn't very clean. We slept on top of the sheets & the bed wasn't comfortable and had small pillows. Someone was knocking on door beside us at 8am for an hour ... <br/>Ultimately, If there was a new bed & a proper cleaning job done it would be a much nicer stay.",mix feeling experience jay fairly easy communicate location fantastic step rodeo drive convenient price point parking include building look pretty outside smell inside apartment good size find dirty hair floor bed couch bathroom clean slept sheet bed comfortable small pillow knock door hour ultimately new bed proper cleaning job,0,1,,1,,1,,,,,,,,,,,,,
5002496,162870322,6/22/2017,129770911,Bethany,I literally don't know how to put in words how thankful I am for Joshua and his place. He was the best host a person could have and helped me out when I needed it the most. My place fell through and I was able to instant book his place for a few nights. I just moved here from seattle and he hooked me up with his other Airbnb for a week until I figure out a more permanent solution. Everyone was so nice and helpful. I'm glad I found this place and that I can call him a friend as well! I wish there was an option to give this place ten stars!!!,literally know word thankful joshua good host person helped need fall able instant book night seattle hook airbnb week figure permanent solution helpful glad find friend wish option star,1,,,1,,,,,,,,,,,,,,,
5002496,172740625,7/21/2017,27293382,Si,This place is amazing! We are so glad that we can have our first night in LA after the long drive from Georgia through Route 66 here. Great communication with the host Joshua. We definitely recommend people to book the rooms here.,amazing glad night long drive georgia route communication host joshua recommend people book room,1,,,1,,,,,,,,,,,,,,,
5078973,69637754,4/12/2016,29652358,Johnny,"The bed had blood stain, pillows did not have exchangeable pillow cases, bathroom had fungus and hair, the sink and toilet all had visible stains. The place was no where close to being clean, and it felt like an old dirty motel. Itâs hard to believe that the blood stain on bed couldâve been missed if the sheet had been changed or properly cleaned. Parking was not easy as well. It was almost always unavailable throughout the day. We ended up paying for the parking on the other street. We had three night reservation but we checked out after one night, because it was very uncomfortable. It was our mistake overlooking the negative reviews before booking. I would not recommend this place!",bed blood stain pillow exchangeable pillow case bathroom fungus hair sink toilet visible stain close clean like old dirty motel hard believe blood stain bed miss sheet change properly clean parking easy unavailable day end pay parking street night reservation check night uncomfortable mistake overlook negative review booking recommend,-1,,,,1,1,,,,,,,,,,,,,
5078973,77586775,6/2/2016,54633228,Grace,"Very flexible and quick to respond. Loved the location- Great place to stay for the price listed, Will definitely keep in mind for future trips to Cali!",flexible quick respond love location price list mind future trip cali,1,1,,,,,,,1,,,,,,,,,,
5002496,189462667,9/1/2017,46347136,Chester,Josh's place is walking distance to a bunch of awesome restaurants in Korea Town. My girlfriend and I enjoyed staying here!,joshs walk distance bunch awesome restaurant korea town girlfriend enjoyed,1,1,,,,,,,,,,,,,,,,,
5002496,198249587,9/28/2017,2397726,Michele,"This was quite a last minute decision to stay with Josh bcos I was at the Ramada. I booked bcos i was attracted by the opportunity to spend time with host's dogs( cant have them in my place) and this stay far exceeds my expectations to the point that i did not want to leave!<br/>Josh is very accomodative to the early check in request where he tries his best to help all his guests check in as he understands the difficulty to estimate arrival time sometimes. His dogs are so loveable esp corma who loves the belly rubs and hugs as and when u see her. <br/>Josh's guests are very friendly and accomodating which is the true spirit of airbnb. I even got to make new friends through josh!<br/>Location is super safe and i was walking alone at night at almost 9-10 pm. Location is close to public transport(metro and buses) even though i believe most people drive in LA. I highly recommend this but keep a space for me next round, Josh! <br/>I am definitely returning to Josh's place. Had such a wonderful time and this really changed my perception of LA. Other than a raving review from my point of view, you have to try it to believe it. Thanks again for the kind hospitality.",minute decision josh bcos ramada book bcos attract opportunity spend time host dog far exceeds expectation point want leave josh accomodative early check request try help guest check understand difficulty estimate arrival time dog loveable esp corma love belly rub hugs joshs guest friendly accomodate true spirit airbnb new friend josh location super safe walking night location close public transportmetro bus believe people drive highly recommend space round josh return joshs wonderful time change perception rave review point view try believe thank kind hospitality,1,1,,2,,,,,,,,,,,,,,,
5078973,89211263,7/27/2016,57453311,Kris,"Yes, very kind host was very responsive to all my requests",yes kind host responsive request,1,,,1,,,,,,,,,,,,,,,
5002496,214360807,11/25/2017,9903475,Leyla,Joshua was very kind and welcoming and the room was big and beautiful. He even invited us to join them for Thanksgiving dinner! The location was very good and it was wonderful for us to be able to bring our little dog. The bathtub with sparkling clean! Thank you!,joshua kind welcome room big beautiful invite join thanksgive dinner location good wonderful able bring little dog bathtub sparkle clean thank,1,1,,1,,1,1,,,,,,,,,,,,
5078973,96193573,8/22/2016,451206,Gail,"Jay's communication and instructions were very clear, accommodating and timely. The studio was lovely and had everything we needed! Killer location to Rodeo drive in a nice, peaceful neighborhood. This is in a pretty cool old building, too.",jay communication instruction clear accommodate timely studio lovely need killer location rodeo drive peaceful neighborhood pretty cool old building,1,1,,1,,,,,,,,,,,,,,,
5002496,368730275,1/7/2019,63002715,Jhanyce,Amazing space and great energy all around! Definitely a homey feel. Which I love! Close to great restaurants you can try out that arenât closed so early! A major plus are the dogs! Super friendly especially the puppy! I would definitely stay again!,amazing space energy homey love close restaurant try close early major plus dog super friendly especially puppy,1,1,,,1,,,,,,,,,,,,,,
5002496,56572437,5/11/2020,265864096,Kelvin,Great place to stay and great hosts!,host,1,,,1,,,,,,,,,,,,,,,
5002496,494693442,5/11/2020,265864096,Kelvin,Great place to stay and great hosts!,host,1,,,1,,,,,,,,,,,,,,,
5002496,624550532,5/11/2020,265864096,Kelvin,Great place to stay and great hosts!,host,1,,,1,,,,,,,,,,,,,,,
5078973,108523253,10/16/2016,22939233,Jie,It is easy to find this apartment. Jay is kindness and easy-going. It is a nice and clean apartment. Near restaurants and shops. But we didn't convenient store nearby.,easy find apartment jay kindness easygoe clean apartment near restaurant shop convenient store nearby,1,1,,1,,1,,,,,,,,,,,,,
4998579,39149205,7/21/2015,29412556,Justin,"Great location. Very clean cute little cottage. Many extras from fully stocked kitchen, shampoo conditioner, washer dyer to use and great welcome basket. Would recommend this listing",location clean cute little cottage extra fully stock kitchen shampoo conditioner washer dyer use welcome basket recommend list,1,1,,,2,,,,,,,,,,,,,,
5327921,175794454,7/29/2017,4823403,Marcus,"Fantastic peaceful getaway with convenient local shops, hiking and access to the beach. Some may not like the twisty drive up the canyon and to the property but didn't bother me a bit. If you are looking for somewhere with a good vibe to relax away from the hustle and bustle this is it. Host was responsive and helpful. Hope to return someday!",fantastic peaceful getaway convenient local shop hike access beach like twisty drive canyon property bother bit look good vibe relax away hustle bustle host responsive helpful hope return someday,1,1,,1,,,,,,1,,,,,,,,,
5327921,283389308,6/29/2018,178510111,Marsha,Beautiful secluded spot to enjoy the mountain view and sunshine from the decks! Easy access to Malibu and City down Topanga Cyn. Alexander is a kind and welcoming host. We could not have had a better LA experience.,beautiful secluded spot enjoy mountain view sunshine deck easy access malibu city topanga cyn alexander kind welcome host better experience,1,1,1,1,,,,,,,,,,,,,,,
5070776,117355600,12/6/2016,13502390,Monica,Would definitely stay again. Best long term airbnb stay by far. I really loved that every guest was long term. It made it much more comfortable. The experience is closer to an apartment then an actual airbnb. That being said remember to bring your own supplies. Not to say that the house doesnt come with a few things but you will find items lacking.,good long term airbnb far love guest long term comfortable experience close apartment actual airbnb remember bring supply come thing find item lack,0,,,,,,,,,,,,,,,,,,
5070776,644793723,7/31/2020,340678412,ChloÃ©,"This home was perfect for my transition to California from out of state; the location was great (beautiful view of mountains and hiking close by), and the host was so quick to answer any questions and help with whatever I needed - which I really appreciated being from out of state.",perfect transition california state location beautiful view mountain hike close host quick answer question help need appreciate state,1,1,1,1,,,,,,,,,,,,,,,
4998579,47624656,9/21/2015,3554092,Angelique,"Michelle and Barry did an excellent job making us feel welcome. Everything was a described and the neighborhood was wonderfully walkable. We appreciated the welcome basket and clear annotated instructions in the book. I loved the front porch area and the little dinner nook by the grill. Walking to the guesthouse was like stumbling into a secret garden. Michelle and Barry were very responsive to texts, as needed which wasn't very often. 3 of us fit very comfortably. I enjoyed all the little touches used to make the decor feel like home. I would highly recommend this to anyone looking to be central to downtown, the beach, hollywood, and all the beauty that lives north of the city.",michelle barry excellent job welcome describe neighborhood wonderfully walkable appreciated welcome basket clear annotate instruction book love porch area little dinner nook grill walk guesthouse like stumble secret garden michelle barry responsive text need fit comfortably enjoy little touch use decor like highly recommend look central downtown beach hollywood beauty live north city,1,1,,1,1,,,,,1,,,,,,,,,
5078176,25888237,1/28/2015,23084251,Jonathan,"Matt was great from the get go. He made me feel welcome instantly and bent over backwards to make sure I had everything from satin sheets to fluffy towels to feeling at home right away. He also turned out to be a really nice guy, caring and sharing, and funny. The room is comfy and has plenty of closet space and dresser drawers, and bright windows on two sides, plus a desk and several chairs. The area has all the conveniences and restaurants one needs and really is 30 minutes from anywhere in LA by car, with public transportation easily accessible also. The pool is a nice addition (as is the Entertainment Room he has for rent) and the roommate, Mark, is a cool and pleasant and interesting additive. It is a real pleasure staying here and Matt constantly does his best to make guests feel comfortable. Unless you had to stay in the heart of Hollywood/LA, I couldn't recommend this more, and a lot of that has to do with Matt's approach to ensuring guests are comfortable from the very beginning.",matt welcome instantly bent backwards sure satin sheet fluffy towel right away turn guy care share funny room comfy plenty closet space dresser drawer bright window plus desk chair area convenience restaurant need minute car public transportation easily accessible pool addition entertainment room rent roommate mark cool pleasant interesting additive real pleasure matt constantly guest comfortable heart hollywoodla recommend lot matts approach ensure guest comfortable beginning,1,1,,2,1,,1,,,1,,,,,,,,,
5327921,768697479,6/10/2021,2742581,Kim,"This listing was extremely misleading. We frequently rent Airbnbâs for our employees all over the country. Upon arrival there were other guests staying in other parts of the same house and other people on the property seemingly. Nothing was very clear. I was told it was per friendly but the host called Airbnb and tried to have us leave after one day because the dog that travels with my crew was barking too much and disturbing people. Well i thought i rented an âentire placeâ. We worked that out and then he sent me a video where you hear a small dog who is 15 btw, let out a bark maybe twice in 3 minutes - he said it was bothering other guests- he didnât realize the dog would be left alone while we were out. And basically the host was on the property tending to a pile of old things outside that he needed to sort out. There was no real light in the place - only pink and blue lights. The bedroom has zero lights and we had to bring in a utility light from one of our jobs to see. The house is so secluded on the top of a mountain that once we were back at the house from work there was no leaving until the next day. My employees who travel for us often said it was the worst experience they have ever had at an Airbnb. And ended up leaving two days early and getting their own hotel rooms because of our uncomfortable they were. This house is basically for someone who wants to live on a commune and hang out with the host.",list extremely misleading frequently rent airbnbs employee country arrival guest people property seemingly clear tell friendly host airbnb try leave day dog travel crew bark disturbing people think rent entire work send video hear small dog btw let bark maybe twice minute bother guest realize dog left basically host property tend pile old thing outside need sort real light pink blue light bedroom zero light bring utility light job seclude mountain work leave day employee travel bad experience airbnb end leave day early hotel room uncomfortable basically want live commune hang host,-1,-1,,-1,,,,,,,,,,,,,,,
5078176,28577144,3/26/2015,23217009,Leo,"I stayed in this room for a week. This is a very clean and beautiful house. Matt really attentive and caring host. He's an interesting person. When I slept on the street was cleaning the road then Matt took care of it and parked my car. It was so cute. Matt even to drive me to soccer. He's a big fan team Galaxy. We had together a wonderful time. I had meet Leroy, this is a very sweet, lovely dog. All of my stay I felt right at home. I recommend this home for staying, you will like it.",room week clean beautiful matt attentive care host interesting person sleep street clean road matt care park car cute matt drive soccer big fan team galaxy wonderful time meet leroy sweet lovely dog right recommend like,1,,,2,1,1,,,,,,,,,,,,,
5078176,32074362,5/13/2015,15306667,Jd,"Matt place is perfect! Clean and close to public transport if you need....getting the center by car will take 35/40min...like all main places... Nice guy who loves soccer, so good to share with him! Matt is good traveler too so i can understand your needs too! Go for it!",matt perfect clean close public transport needgette center car minlike main guy love soccer good share matt good traveler understand need,1,,,1,1,1,,,,,,,,,,,,,
5078176,32297117,5/16/2015,26870857,Ana,"Matt is ADORABLE!!! His place is SO clean and smells SO good that we (my friend and me) were even complemeting him about it all the time an we bought the same product he uses to bring back home :) Everything that the other guests have said about him and is his place is true and I'm pretty sure that we're gonna be friends and that he'll end up visiting Brazil :D Great place to stay, great person to get to know!",matt adorable clean smell good friend complemete time buy product use bring guest true pretty sure friend hell end visit brazil person know,1,,,2,,,,,,,,,,,,,,,
5333153,133451310,2/22/2017,31554893,Stacey,What an amazing and spacious casita so close to everything! The staff were super friendly as well and made us feel right at home! We had the best vacation with our children and hope to book Monica's casita again soon!,amazing spacious casita close staff super friendly right good vacation child hope book monicas casita soon,1,,,1,,,,,,,,,,,,,,,
4998579,78887852,6/9/2016,63419901,Cramer,"I can't recommend Michelle and Barry's place highly enough. The house is gorgeous, the outdoor space (with fruit trees!) is fantastic, and the neighborhood is fantastic while the house itself is very peaceful and quiet. They were great hosts who made me feel very welcome. The next time I'm in L.A. I will make it a point to seek this place out again.",recommend michelle barrys highly gorgeous outdoor space fruit tree fantastic neighborhood fantastic peaceful quiet host welcome time point seek,1,1,,1,1,,,,,,,,,,,,,,
5078176,33952543,6/2/2015,29742434,Rasmus,"Room was good, had a comfortable futon and two chairs and a table and many windows. Matt was nice. The area was great for us (easy to find a place to park for free, very close to the metro also), not exactly a party/cultural area, but it was convenient. Clean room and bathroom, big fridge to get your beers/wine cold!",room good comfortable futon chair table window matt area easy find park free close metro exactly partycultural area convenient clean room bathroom big fridge beerswine cold,1,1,,1,1,1,,,,,,,,,,,,,
4998579,88937938,7/26/2016,75493872,Tatyana,"We stayed at the house for three nights and had a great experience. They left a welcome basket for us with snacks and wine and even some stuff for breakfast. They have a welcome book, that has all the information you need about the house and location with some suggestions for the restaurants and things to do. The house is located behind the main house, and you have complete privacy and very nice patio. The house is very spacious, and there were 5 of us there including our seven years old son, and there was enough space for all of us. Everything was clean, and you would never say that the house is 100 years old. The location is really good; there are some good places to eat and grocery stores with 10 min drive. We would definitely stay there again.",night experience leave welcome basket snack wine stuff breakfast welcome book information need location suggestion restaurant thing locate main complete privacy patio spacious include seven year old son space clean year old location good good eat grocery store min drive,1,2,,,1,1,2,1,,,,,,,,,,,
5078176,37860963,7/11/2015,29992122,Charlotte,"Matt was a very good host!<br/>His house was so cool, pretty clean and very confortable couch!! <br/>We recommend every travelers to come and play funny card games with him! <br/>Very good moments !",matt good host cool pretty clean confortable couch recommend traveler come play funny card game good moment,1,,,1,,1,,,,,,,,,,,,,
5078176,43261458,8/18/2015,37829217,Paul,Matt was a very generous host he's very friendly and likable his house was very nice it was in a good location I'd stay there again and I would highly recommend him to anybody,matt generous host friendly likable good location highly recommend anybody,1,1,,1,,,,,,,,,,,,,,,
4998579,107277354,10/9/2016,39838110,John,We did not actually meet them but they provided a perfect experience in every way. We hope to be able to return next time we need a place to stay in LA. Great job Michelle and Barry!,actually meet provide perfect experience way hope able return time need job michelle barry,1,,,,,,,,,,,,,,,,,,
5336667,37397628,7/6/2015,4510621,Fallon & David,"Ari was amazing! He provided the most hospitable services. Whatever you may have accidentally forgotten at home he has thought of, it's there. The apartment was super clean and had everything you could need. It looks exactly how it's advertised on Airbnb plus more. Our stay was very comfortable and the location is ideal. Ari even went as far as to block off the day before to allow us to check in early. He was very reliable and flexible which is something I really appreciated. The next time I visit Los Angeles we will definitely book with Ari again. Thanks Ari! See you soon!",ari amazing provide hospitable service accidentally forget think apartment super clean need look exactly advertise airbnb plus comfortable location ideal ari far block day allow check early reliable flexible appreciate time visit book ari thank ari soon,1,1,,2,,1,,,,,,,,,,,,,
4998579,123314611,12/28/2016,3687681,Penelope,I loved this cottage. I wished our stay was longer. The location is so cool and the place is comfortable and charming.,love cottage wish long location cool comfortable charming,1,1,,,,,,,,,,,,,,,,,
5336667,56056126,12/8/2015,8291436,Sharon,"Ari was a wonderful host. He was most attentive, helpful and available. He thoughtfully had wine and fruit and breakfast breads for me on arrival. The listing was very comfortable and centrally located to Westwood.",ari wonderful host attentive helpful available thoughtfully wine fruit breakfast bread arrival list comfortable centrally locate westwood,1,1,,2,,,,,,,,,,,,,,,
5078176,50686069,10/13/2015,40933136,Emma,"Matt was great; very welcoming and easy to chat with. The house was very nice, exactly as pictured. The bedroom is small but comfortable and the bathroom was clean enough. The other housemates sharing also seemed nice. The area had lots of food and other things within walking distance and was central to everything we planned to do in LA. Overall we had a great experience staying at Matt's.",matt welcoming easy chat exactly picture bedroom small comfortable bathroom clean housemate sharing area lot food thing walk distance central plan overall experience matts,1,1,,1,,1,,,,,,,,,,,,,
4998579,127481782,1/18/2017,3326516,Amanda,"This pad sure lived up to its reputation! It was perfect for our brief stay in LA as a family of four. The goodies on arrival were much appreciated, the location was fantastic and so close to great eateries and shops and we quickly made ourselves at home. We would definitely recommend this home to anyone visiting LA!",pad sure live reputation perfect brief family goody arrival appreciated location fantastic close eatery shop quickly recommend visit,1,1,,,1,,,,,1,,,,,,,,,
5336667,75254338,5/20/2016,355066,Chryss,"I needed accommodation in LA at very short notice due to a family emergency and I was very fortunate that Shab and Ari's apartment was available. Not only was it close to the hospital but it is in an amazing area of LA (that I look forward to coming back to explore in happier times). I really just needed a place to sleep and shower, but I got SO much more. The apartment was a safe haven, a place of respite from the stress of hours spent at hospital. The bed was unbelievably comfortable with silky soft sheets - and the shower was enormous and luxurious with soft, fluffy (and plentiful) towels. The apartment itself is super clean and modern with comfortable, stylish furniture and adorned with gorgeous art. But it was the little things that really made this such a wonderful Airbnb experience. The easy (and early) check in. The personal and genuinely thoughtful welcome note. The bottle of wine (much needed). The delicious chocolate chip cookies (not at all needed, but devoured nonetheless). The provisions in the fridge. The private patio. I didn't get a chance to use the pool or the gym, but they looked great. I didn't even have time to do my laundry but there is a washer and dryer right there in the apartment for your convenience. This place was just awesome and if I had to say one negative thing about it, it would be that I'm afraid it won't be available next time I visit LA. I couldn't recommend it more. May 2016",need accommodation short notice family emergency fortunate shab aris apartment available close hospital amazing area look forward come explore happy time need sleep shower apartment safe respite stress hour spend hospital bed unbelievably comfortable silky soft sheet shower enormous luxurious soft fluffy plentiful towel apartment super clean modern comfortable stylish furniture adorn gorgeous art little thing wonderful airbnb experience easy early check personal genuinely thoughtful welcome note bottle wine need delicious chocolate chip cookie need devour nonetheless provision fridge private patio chance use pool gym look time laundry washer dryer right apartment convenience awesome negative thing afraid available time visit recommend,1,2,,,2,1,,,,,,,,,,,,,
5078176,58923357,1/5/2016,18399809,Jerry Sungseo,It was a convenient stay for me. Matt welcomed me and made me comfortable with kind explanation of all including the way of using transportation. I enjoyed a lot staying at this house.,convenient matt welcome comfortable kind explanation include way use transportation enjoy lot,1,,,1,,,,,,,,,,,,,,,
